dataset_name,record_id,subject_id,session_id,session_name,signal_channel,file_name,file_type,sample_rate_hz,sample_count,window_count,record_missing_value_ratio,record_flatline_ratio,avg_window_coverage_ratio,avg_window_std,low_coverage_window_count,flatline_window_count,high_motion_window_count,higher_relative_variability_window_count,record_signal_quality_score,has_non_monotonic_timestamps,has_duplicate_timestamps
mitdb,1,100,0,,mlii,100.hea,wfdb_record,360.0,650000,61,0.013357619914996963,0.1604115198311942,0.986642380085003,0.191829511874403,1,0,0,0,0.8173084769849812,False,False
mitdb,2,100,0,,v5,100.hea,wfdb_record,360.0,650000,61,0.013357619914996963,0.15618362830128743,0.986642380085003,0.14090017021131648,1,0,0,1,0.8214241737445069,False,False
mitdb,3,101,0,,mlii,101.hea,wfdb_record,360.0,650000,61,0.013357619914996963,0.1486409090427179,0.986642380085003,0.25302770530727553,1,0,0,4,0.8287667332664137,False,False
mitdb,4,101,0,,v1,101.hea,wfdb_record,360.0,650000,61,0.013357619914996963,0.1710649780661129,0.986642380085003,0.04290247263801217,1,0,0,16,0.8069377275877839,False,False
mitdb,5,102,0,,v5,102.hea,wfdb_record,360.0,650000,61,0.013357619914996963,0.15109270944966835,0.986642380085003,0.1890835249979701,1,0,0,0,0.8263799958303868,False,False
mitdb,6,102,0,,v2,102.hea,wfdb_record,360.0,650000,61,0.013357619914996963,0.09318229132433688,0.986642380085003,1.1331228237212791,1,0,0,40,0.8827536559716764,False,False
mitdb,7,103,0,,mlii,103.hea,wfdb_record,360.0,650000,61,0.013357619914996963,0.14117819544864632,0.986642380085003,0.31569273134988135,1,0,0,42,0.836031410219246,False,False
mitdb,8,103,0,,v2,103.hea,wfdb_record,360.0,650000,61,0.013357619914996963,0.14258982045676502,0.986642380085003,0.43584899254382,1,0,0,6,0.8346572452411516,False,False
mitdb,9,104,0,,v5,104.hea,wfdb_record,360.0,650000,61,0.013357619914996963,0.1379215138925584,0.986642380085003,0.24656395161976996,1,0,0,45,0.8392016698232082,False,False
mitdb,10,104,0,,v2,104.hea,wfdb_record,360.0,650000,61,0.013357619914996963,0.1371487586404616,0.986642380085003,0.1978364295507263,1,0,0,0,0.8399539186130516,False,False
